Country,Price,Size,Status,Marketplace,Reference,Moy_prix_by_size
Sousse,230000.0,120.0,V,Jumia TN,L-TN-00135053,1916.6666666666667
Ben arous,450.0,90.0,L,Tunisie-annonce TN,2831570,5.0
Mahdia,50000.0,18.0,L,Tunisie-annonce TN,2830605,2777.777777777778
Bizerte,2500.0,1000.0,L,Tunisie-annonce TN,2825452,2.5
Sousse,259000.0,130.0,V,Jumia TN,L-TN-00137587,1992.3076923076924
Ariana,95760.0,57.0,V,Jumia TN,L-TN-00153292,1680.0
Nabeul,220000.0,176.0,V,Jumia TN,L-TN-00161290,1250.0
Ariana,90000.0,50.0,V,Jumia TN,L-TN-00150026,1800.0
Bizerte,600.0,100.0,L,Tunisie-annonce TN,2825500,6.0
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00153115,2403.846153846154
Sousse,250000.0,90.0,V,Jumia TN,L-TN-00150023,2777.777777777778
Sousse,105000.0,80.0,V,Jumia TN,L-TN-00158451,1312.5
Banlieue Nord,406000.0,150.0,V,Jumia TN,L-TN-00161433,2706.6666666666665
Ariana,175000.0,68.0,V,Jumia TN,L-TN-00127534,2573.529411764706
Sousse,195000.0,90.0,V,Jumia TN,L-TN-00161390,2166.6666666666665
Sousse,150000.0,75.0,V,Jumia TN,L-TN-00150168,2000.0
Banlieue Nord,190000.0,103.0,V,Jumia TN,L-TN-00142639,1844.6601941747572
Sousse,270000.0,131.0,V,Jumia TN,L-TN-00139576,2061.0687022900765
Nabeul,320000.0,100.0,V,Jumia TN,L-TN-00097495,3200.0
Nabeul,180000.0,140.0,V,Jumia TN,L-TN-00161562,1285.7142857142858
Banlieue Nord,1200000.0,200.0,V,Jumia TN,L-TN-00149867,6000.0
Nabeul,380000.0,117.0,V,Jumia TN,L-TN-00163389,3247.863247863248
Ariana,183000.0,147.0,V,Jumia TN,L-TN-00153406,1244.8979591836735
Sousse,1200.0,75.0,L,Tunisie-annonce TN,1721190,16.0
Ariana,1200.0,130.0,L,Tunisie-annonce TN,2740153,9.23076923076923
Mannouba,260.0,60.0,L,Tunisie-annonce TN,2831596,4.333333333333333
Mannouba,370.0,80.0,L,Tunisie-annonce TN,2831593,4.625
Ariana,1100.0,120.0,L,Tunisie-annonce TN,2747820,9.166666666666666
Ariana,750.0,110.0,L,Tunisie-annonce TN,2815562,6.818181818181818
Ariana,700.0,70.0,L,Tunisie-annonce TN,2823487,10.0
Ariana,1000.0,125.0,L,Tunisie-annonce TN,2827090,8.0
Banlieue Nord,1500.0,150.0,L,Tunisie-annonce TN,2781877,10.0
Banlieue Nord,2000.0,200.0,L,Tunisie-annonce TN,2798513,10.0
Banlieue Nord,2000.0,150.0,L,Tunisie-annonce TN,2747045,13.333333333333334
Ariana,750.0,80.0,L,Tunisie-annonce TN,2806315,9.375
Banlieue Nord,1200.0,90.0,L,Tunisie-annonce TN,2803601,13.333333333333334
Ben arous,1200.0,80.0,L,Tunisie-annonce TN,2815376,15.0
Banlieue Nord,2500.0,150.0,L,Tunisie-annonce TN,2700413,16.666666666666668
Banlieue Nord,3200.0,150.0,L,Tunisie-annonce TN,2770497,21.333333333333332
Ariana,222000.0,80.0,V,Jumia TN,L-TN-00127543,2775.0
Ariana,265000.0,133.0,V,Jumia TN,L-TN-00150984,1992.4812030075188
Ben arous,500.0,100.0,L,Tunisie-annonce TN,2597254,5.0
Nabeul,180000.0,92.0,V,Jumia TN,L-TN-00160145,1956.5217391304348
Tunis,200.0,25.0,L,Tunisie-annonce TN,2831631,8.0
Sfax,380.0,100.0,L,Tunisie-annonce TN,2787775,3.8
Nabeul,250000.0,67.0,V,Jumia TN,L-TN-00092107,3731.3432835820895
Banlieue Nord,250000.0,69.0,V,Jumia TN,L-TN-00108205,3623.1884057971015
Gabes,250.0,90.0,L,Tunisie-annonce TN,2831630,2.7777777777777777
Gabes,370.0,140.0,L,Tunisie-annonce TN,2774699,2.642857142857143
Ben arous,165000.0,101.0,V,Jumia TN,L-TN-00157504,1633.6633663366338
Ariana,950.0,100.0,L,Tunisie-annonce TN,2762768,9.5
Nabeul,130000.0,85.0,V,Jumia TN,L-TN-00144969,1529.4117647058824
Gabes,270.0,85.0,L,Tunisie-annonce TN,2773640,3.176470588235294
Ariana,250000.0,171.0,V,Jumia TN,L-TN-00154902,1461.9883040935672
Sfax,600.0,130.0,L,Tunisie-annonce TN,2831615,4.615384615384615
Banlieue Nord,700.0,35.0,L,Tunisie-annonce TN,2724588,20.0
Sousse,249000.0,150.0,V,Jumia TN,L-TN-00138964,1660.0
Ariana,500.0,6418.0,L,Tunisie-annonce TN,2823024,0.0779058896852602
Banlieue Nord,470000.0,125.0,V,Jumia TN,L-TN-00113965,3760.0
Ariana,2500.0,1635.0,L,Tunisie-annonce TN,2831607,1.529051987767584
Mannouba,250.0,60.0,L,Tunisie-annonce TN,2828177,4.166666666666667
Ariana,400.0,50.0,L,Tunisie-annonce TN,2831603,8.0
Ariana,170000.0,147.0,V,Jumia TN,L-TN-00154441,1156.4625850340135
Banlieue Nord,750.0,90.0,L,Tunisie-annonce TN,2788548,8.333333333333334
Banlieue Nord,4500.0,280.0,L,Tunisie-annonce TN,2828560,16.071428571428573
Sousse,800.0,120.0,L,Tunisie-annonce TN,2798703,6.666666666666667
Sousse,240000.0,140.0,V,Jumia TN,L-TN-00137194,1714.2857142857142
Nabeul,380.0,120.0,L,Tunisie-annonce TN,2823222,3.1666666666666665
Ben arous,460.0,150.0,L,Tunisie-annonce TN,2743248,3.066666666666667
Banlieue Nord,240000.0,130.0,V,Jumia TN,L-TN-00121274,1846.1538461538462
Sousse,180000.0,120.0,V,Jumia TN,L-TN-00135351,1500.0
Nabeul,140.0,80.0,L,Tunisie-annonce TN,2357798,1.75
Ariana,500.0,100.0,V,Jumia TN,L-TN-00158109,5.0
Sousse,170000.0,106.0,V,Jumia TN,L-TN-00155171,1603.7735849056603
Sousse,250023.0,127.0,V,Jumia TN,L-TN-00106628,1968.6850393700788
Nabeul,380.0,120.0,L,Tunisie-annonce TN,2738334,3.1666666666666665
Nabeul,220000.0,95.0,V,Jumia TN,L-TN-00155927,2315.7894736842104
Sousse,285000.0,180.0,V,Jumia TN,L-TN-00139663,1583.3333333333333
Nabeul,400.0,320.0,L,Tunisie-annonce TN,2817755,1.25
Ben arous,250000.0,158.0,V,Jumia TN,L-TN-00141424,1582.2784810126582
Sousse,400000.0,141.0,V,Jumia TN,L-TN-00113638,2836.8794326241136
Nabeul,420.0,140.0,L,Tunisie-annonce TN,2804380,3.0
Sousse,150000.0,100.0,V,Jumia TN,L-TN-00146475,1500.0
Sousse,900.0,200.0,L,Tunisie-annonce TN,2783271,4.5
Sousse,550.0,140.0,L,Tunisie-annonce TN,2797634,3.9285714285714284
Nabeul,700.0,65.0,L,Tunisie-annonce TN,2812965,10.76923076923077
Sousse,700.0,80.0,L,Tunisie-annonce TN,2783221,8.75
Ariana,1200.0,120.0,L,Tunisie-annonce TN,2733139,10.0
Ariana,2100.0,200.0,L,Tunisie-annonce TN,2774287,10.5
Ben arous,10000.0,2000.0,L,Tunisie-annonce TN,2705154,5.0
Banlieue Nord,410000.0,200.0,V,Jumia TN,L-TN-00126531,2050.0
Banlieue Nord,270000.0,140.0,V,Jumia TN,L-TN-00141542,1928.5714285714287
Banlieue Nord,150.0,100.0,L,Tunisie-annonce TN,2488155,1.5
Nabeul,296000.0,78.0,V,Jumia TN,L-TN-00153961,3794.871794871795
Nabeul,850.0,160.0,L,Tunisie-annonce TN,2828207,5.3125
Sousse,405000.0,135.0,V,Jumia TN,L-TN-00163408,3000.0
Bardo,1000.0,230.0,L,Tunisie-annonce TN,2822422,4.3478260869565215
Banlieue Nord,830000.0,250.0,V,Jumia TN,L-TN-00156244,3320.0
Nabeul,340.0,81.0,L,Tunisie-annonce TN,2534366,4.197530864197531
Nabeul,340.0,80.0,L,Tunisie-annonce TN,2757414,4.25
Sousse,250000.0,57.0,V,Jumia TN,L-TN-00132044,4385.964912280701
Ariana,900.0,135.0,L,Tunisie-annonce TN,2733204,6.666666666666667
Ariana,570000.0,228.0,V,Jumia TN,L-TN-00139070,2500.0
Ariana,3500.0,760.0,L,Tunisie-annonce TN,2733183,4.605263157894737
Nabeul,200000.0,163.0,V,Jumia TN,L-TN-00163504,1226.993865030675
Ariana,180.0,40.0,L,Tunisie-annonce TN,2776553,4.5
Ariana,387782.0,158.0,V,Jumia TN,L-TN-00149011,2454.3164556962024
Sousse,111111.0,122.0,V,Jumia TN,L-TN-00152547,910.7459016393443
Ariana,700.0,247.0,L,Tunisie-annonce TN,2818847,2.834008097165992
Sousse,175000.0,90.0,V,Jumia TN,L-TN-00120826,1944.4444444444443
Banlieue Nord,650000.0,222.0,V,Jumia TN,L-TN-00133270,2927.927927927928
Nabeul,120.0,150.0,L,Tunisie-annonce TN,2805003,0.8
Banlieue Nord,3000.0,200.0,L,Tunisie-annonce TN,2798511,15.0
Tunis,290.0,80.0,L,Tunisie-annonce TN,2829139,3.625
Monastir,200.0,120.0,L,Tunisie-annonce TN,2831651,1.6666666666666667
Mahdia,295300.0,103.0,V,Jumia TN,L-TN-00100371,2866.990291262136
Ariana,600.0,65.0,L,Tunisie-annonce TN,2792487,9.23076923076923
Banlieue Nord,159000.0,70.0,V,Jumia TN,L-TN-00153725,2271.4285714285716
Sfax,530.0,75.0,L,Tunisie-annonce TN,2723450,7.066666666666666
Banlieue Nord,350000.0,109.0,V,Jumia TN,L-TN-00145742,3211.0091743119265
Banlieue Nord,3000.0,130.0,L,Tunisie-annonce TN,2802279,23.076923076923077
Nabeul,262000.0,135.0,V,Jumia TN,L-TN-00153609,1940.7407407407406
Ariana,450.0,150.0,L,Tunisie-annonce TN,2831670,3.0
Ariana,750.0,130.0,L,Tunisie-annonce TN,2451059,5.769230769230769
Ben arous,6000.0,5000.0,L,Tunisie-annonce TN,2699231,1.2
Ariana,322000.0,150.0,V,Jumia TN,L-TN-00150563,2146.6666666666665
Ben arous,4500.0,1400.0,L,Tunisie-annonce TN,2699071,3.2142857142857144
Ariana,850.0,60.0,L,Tunisie-annonce TN,2831669,14.166666666666666
Nabeul,1400.0,500.0,L,Tunisie-annonce TN,2831668,2.8
Mannouba,198000.0,114.0,V,Jumia TN,L-TN-00129160,1736.842105263158
Ben arous,380.0,100.0,L,Tunisie-annonce TN,2722843,3.8
Nabeul,500.0,50.0,L,Tunisie-annonce TN,2820500,10.0
Nabeul,1750.0,250.0,L,Tunisie-annonce TN,2820482,7.0
Bizerte,350000.0,200.0,V,Jumia TN,L-TN-00132739,1750.0
Nabeul,210000.0,104.0,V,Jumia TN,L-TN-00122009,2019.2307692307693
Monastir,200.0,60.0,L,Tunisie-annonce TN,2825685,3.3333333333333335
Ariana,206000.0,118.0,V,Jumia TN,L-TN-00153719,1745.7627118644068
Ariana,800.0,150.0,L,Tunisie-annonce TN,2827362,5.333333333333333
Sousse,266000.0,148.0,V,Jumia TN,L-TN-00145770,1797.2972972972973
Ariana,850.0,110.0,L,Tunisie-annonce TN,2824319,7.7272727272727275
Ariana,1050.0,150.0,L,Tunisie-annonce TN,2823341,7.0
Banlieue Nord,355000.0,160.0,V,Jumia TN,L-TN-00109089,2218.75
Ariana,410000.0,170.0,V,Jumia TN,L-TN-00123921,2411.764705882353
Tunis,800.0,150.0,L,Tunisie-annonce TN,2828891,5.333333333333333
Nabeul,160000.0,67.0,V,Jumia TN,L-TN-00149385,2388.0597014925374
Banlieue Nord,1600.0,240.0,L,Tunisie-annonce TN,2828157,6.666666666666667
Ariana,850.0,147.0,L,Tunisie-annonce TN,2831681,5.782312925170068
Nabeul,99.0,99.0,L,Tunisie-annonce TN,2815249,1.0
Nabeul,99.0,99.0,L,Tunisie-annonce TN,2815246,1.0
Nabeul,350000.0,132.0,V,Jumia TN,L-TN-00098707,2651.5151515151515
Nabeul,185000.0,100.0,V,Jumia TN,L-TN-00155924,1850.0
Tunis,500.0,90.0,L,Tunisie-annonce TN,2825087,5.555555555555555
Nabeul,140000.0,100.0,V,Jumia TN,L-TN-00152889,1400.0
Ariana,1250.0,120.0,L,Tunisie-annonce TN,2822199,10.416666666666666
Sousse,500000.0,100.0,V,Jumia TN,L-TN-00120437,5000.0
Ariana,1100.0,74.0,L,Tunisie-annonce TN,2507240,14.864864864864865
Ben arous,2500.0,205.0,L,Tunisie-annonce TN,2803116,12.195121951219512
Ariana,630.0,40.0,L,Tunisie-annonce TN,2576365,15.75
Nabeul,235000.0,110.0,V,Jumia TN,L-TN-00144971,2136.3636363636365
Monastir,250.0,150.0,L,Tunisie-annonce TN,2810086,1.6666666666666667
Banlieue Nord,1400000.0,500.0,V,Jumia TN,L-TN-00126502,2800.0
Banlieue Nord,750.0,120.0,L,Tunisie-annonce TN,2831674,6.25
Nabeul,3800.0,250.0,L,Tunisie-annonce TN,2831692,15.2
Sousse,248000.0,113.0,V,Jumia TN,L-TN-00153880,2194.690265486726
Sfax,450.0,110.0,L,Tunisie-annonce TN,2831691,4.090909090909091
Banlieue Nord,530000.0,290.0,V,Jumia TN,L-TN-00158990,1827.5862068965516
Sousse,170000.0,106.0,V,Jumia TN,L-TN-00136768,1603.7735849056603
Sfax,500.0,120.0,L,Tunisie-annonce TN,2816454,4.166666666666667
Sousse,600.0,80.0,L,Tunisie-annonce TN,2831408,7.5
Sousse,162000.0,95.0,V,Jumia TN,L-TN-00135136,1705.2631578947369
Ariana,550000.0,150.0,V,Jumia TN,L-TN-00106937,3666.6666666666665
Bardo,750.0,112.0,L,Tunisie-annonce TN,2802897,6.696428571428571
Bardo,100.0,80.0,L,Tunisie-annonce TN,2579624,1.25
Sousse,120.0,200.0,L,Tunisie-annonce TN,2831534,0.6
Sfax,250.0,60.0,L,Tunisie-annonce TN,2826919,4.166666666666667
Nabeul,3500.0,500.0,L,Tunisie-annonce TN,2805216,7.0
Banlieue Nord,568000.0,218.0,V,Jumia TN,L-TN-00158124,2605.5045871559632
Banlieue Nord,150000.0,80.0,V,Jumia TN,L-TN-00109430,1875.0
Sfax,180.0,40.0,L,Tunisie-annonce TN,2675564,4.5
Nabeul,390.0,50.0,L,Tunisie-annonce TN,2754772,7.8
Ben arous,900.0,150.0,L,Tunisie-annonce TN,2762239,6.0
Banlieue Nord,400000.0,153.0,V,Jumia TN,L-TN-00100014,2614.37908496732
Tunis,1250.0,107.0,L,Tunisie-annonce TN,2815273,11.682242990654206
Banlieue Nord,1700000.0,370.0,V,Jumia TN,L-TN-00126473,4594.594594594595
Ben arous,3000.0,155.0,L,Tunisie-annonce TN,2702373,19.35483870967742
Nabeul,170000.0,65.0,V,Jumia TN,L-TN-00152489,2615.3846153846152
Sousse,400.0,75.0,L,Tunisie-annonce TN,2543561,5.333333333333333
Ben arous,5000.0,1500.0,L,Tunisie-annonce TN,2699599,3.3333333333333335
Sousse,145000.0,96.0,V,Jumia TN,L-TN-00158459,1510.4166666666667
Banlieue Nord,264800.0,132.0,V,Jumia TN,L-TN-00123865,2006.060606060606
Banlieue Nord,950000.0,170.0,V,Jumia TN,L-TN-00126479,5588.235294117647
Mahdia,1000.0,55.0,L,Tunisie-annonce TN,812439,18.181818181818183
Ariana,75000.0,50.0,V,Jumia TN,L-TN-00154686,1500.0
Banlieue Nord,800.0,50.0,L,Tunisie-annonce TN,2351756,16.0
Tunis,100.0,55.0,L,Tunisie-annonce TN,2358631,1.8181818181818181
Ariana,250000.0,172.0,V,Jumia TN,L-TN-00147545,1453.4883720930231
Sousse,1400000.0,380.0,V,Jumia TN,L-TN-00126122,3684.2105263157896
Ben arous,500.0,100.0,L,Tunisie-annonce TN,1412133,5.0
Nabeul,2500.0,180.0,L,Tunisie-annonce TN,2831698,13.88888888888889
Ariana,293000.0,118.0,V,Jumia TN,L-TN-00127524,2483.0508474576272
Banlieue Nord,2200.0,130.0,L,Tunisie-annonce TN,2821220,16.923076923076923
Sousse,175000.0,90.0,V,Jumia TN,L-TN-00120827,1944.4444444444443
Banlieue Nord,1100.0,85.0,L,Tunisie-annonce TN,2779178,12.941176470588236
Sousse,110000.0,100.0,V,Jumia TN,L-TN-00159778,1100.0
Ariana,700.0,100.0,L,Tunisie-annonce TN,2800365,7.0
Nabeul,190000.0,135.0,V,Jumia TN,L-TN-00152708,1407.4074074074074
Ariana,550.0,70.0,L,Tunisie-annonce TN,2569775,7.857142857142857
Ben arous,140000.0,110.0,V,Jumia TN,L-TN-00159315,1272.7272727272727
Ariana,1750.0,210.0,L,Tunisie-annonce TN,2569777,8.333333333333334
Ariana,400.0,40.0,L,Tunisie-annonce TN,2771063,10.0
Sousse,100.0,80.0,L,Tunisie-annonce TN,620745,1.25
Banlieue Nord,2800.0,225.0,L,Tunisie-annonce TN,2831696,12.444444444444445
Ben arous,4750.0,800.0,L,Tunisie-annonce TN,2701687,5.9375
Nabeul,1500.0,250.0,L,Tunisie-annonce TN,2831694,6.0
Banlieue Nord,661000.0,241.0,V,Jumia TN,L-TN-00161412,2742.738589211618
Nabeul,150000.0,97.0,V,Jumia TN,L-TN-00163509,1546.3917525773195
Banlieue Nord,4550.0,270.0,L,Tunisie-annonce TN,2828571,16.85185185185185
Ben arous,215000.0,99.0,V,Jumia TN,L-TN-00153064,2171.717171717172
Tunis,350.0,70.0,L,Tunisie-annonce TN,2784262,5.0
Nabeul,140000.0,75.0,V,Jumia TN,L-TN-00161278,1866.6666666666667
Nabeul,750.0,75.0,L,Tunisie-annonce TN,2586870,10.0
Gafsa,420.0,500.0,L,Tunisie-annonce TN,2765454,0.84
Banlieue Nord,199000.0,100.0,V,Jumia TN,L-TN-00154075,1990.0
Djerba,160000.0,95.0,V,Jumia TN,L-TN-00113125,1684.2105263157894
Ariana,750.0,40.0,L,Tunisie-annonce TN,2750041,18.75
Nabeul,130.0,220.0,L,Tunisie-annonce TN,2554916,0.5909090909090909
Ariana,680000.0,324.0,V,Jumia TN,L-TN-00112629,2098.7654320987654
Nabeul,490.0,50.0,L,Tunisie-annonce TN,2639127,9.8
Ben arous,165000.0,100.0,V,Jumia TN,L-TN-00114697,1650.0
Nabeul,99.0,200.0,L,Tunisie-annonce TN,2811923,0.495
Ben arous,250000.0,158.0,V,Jumia TN,L-TN-00146758,1582.2784810126582
Ariana,850.0,500.0,L,Tunisie-annonce TN,2798435,1.7
Ariana,570.0,145.0,L,Tunisie-annonce TN,2768414,3.9310344827586206
Cite el khadra,650.0,115.0,L,Tunisie-annonce TN,2823631,5.6521739130434785
Bizerte,500.0,120.0,L,Tunisie-annonce TN,2817945,4.166666666666667
Sousse,208000.0,130.0,V,Jumia TN,L-TN-00153456,1600.0
Mannouba,500.0,90.0,L,Tunisie-annonce TN,2821977,5.555555555555555
Nabeul,350.0,100.0,L,Tunisie-annonce TN,2721021,3.5
Sousse,320000.0,100.0,V,Jumia TN,L-TN-00122894,3200.0
Nabeul,750.0,180.0,L,Tunisie-annonce TN,2721046,4.166666666666667
Sousse,280000.0,155.0,V,Jumia TN,L-TN-00143392,1806.4516129032259
Bizerte,100.0,80.0,L,Tunisie-annonce TN,2822352,1.25
Ben arous,600.0,140.0,L,Tunisie-annonce TN,2825738,4.285714285714286
Banlieue Nord,200000.0,120.0,V,Jumia TN,L-TN-00147304,1666.6666666666667
Bardo,500.0,111.0,L,Tunisie-annonce TN,2778939,4.504504504504505
Nabeul,99.0,60.0,L,Tunisie-annonce TN,2811827,1.65
Nabeul,280000.0,150.0,V,Jumia TN,L-TN-00153408,1866.6666666666667
Ariana,600.0,75.0,L,Tunisie-annonce TN,2823602,8.0
Banlieue Nord,100.0,50.0,L,Tunisie-annonce TN,2373150,2.0
Banlieue Nord,100.0,150.0,L,Tunisie-annonce TN,1178378,0.6666666666666666
Tunis,200.0,200.0,L,Tunisie-annonce TN,2599206,1.0
Banlieue Nord,394000.0,145.0,V,Jumia TN,L-TN-00161420,2717.2413793103447
Tunis,1100.0,120.0,L,Tunisie-annonce TN,2822453,9.166666666666666
Banlieue Nord,450000.0,600.0,V,Jumia TN,L-TN-00149764,750.0
Bizerte,1200.0,140.0,L,Tunisie-annonce TN,2785877,8.571428571428571
Tunis,620.0,50.0,L,Tunisie-annonce TN,2801203,12.4
Tunis,1100.0,130.0,L,Tunisie-annonce TN,2814625,8.461538461538462
Ariana,650.0,90.0,L,Tunisie-annonce TN,2770659,7.222222222222222
Tunis,1300.0,154.0,L,Tunisie-annonce TN,2824836,8.441558441558442
Sousse,138000.0,40.0,V,Jumia TN,L-TN-00147972,3450.0
Banlieue Nord,205000.0,74.0,V,Jumia TN,L-TN-00161446,2770.2702702702704
Ariana,165000.0,70.0,V,Jumia TN,L-TN-00151378,2357.1428571428573
Banlieue Nord,600.0,70.0,L,Tunisie-annonce TN,2824812,8.571428571428571
Ben arous,120000.0,85.0,V,Jumia TN,L-TN-00150100,1411.764705882353
Nabeul,340000.0,125.0,V,Jumia TN,L-TN-00093365,2720.0
Ben arous,210000.0,144.0,V,Jumia TN,L-TN-00128505,1458.3333333333333
Banlieue Nord,800.0,105.0,L,Tunisie-annonce TN,2806776,7.619047619047619
Ben arous,220000.0,144.0,V,Jumia TN,L-TN-00128164,1527.7777777777778
Ben arous,160000.0,100.0,V,Jumia TN,L-TN-00156165,1600.0
Ariana,800.0,400.0,L,Tunisie-annonce TN,2831724,2.0
Nabeul,125000.0,120.0,V,Jumia TN,L-TN-00161790,1041.6666666666667
Banlieue Nord,129975.0,52.0,V,Jumia TN,L-TN-00147637,2499.519230769231
Ariana,385000.0,180.0,V,Jumia TN,L-TN-00115146,2138.8888888888887
Ben arous,650.0,150.0,L,Tunisie-annonce TN,2826229,4.333333333333333
Ben arous,290.0,70.0,L,Tunisie-annonce TN,2707768,4.142857142857143
Banlieue Nord,91000.0,73.0,V,Jumia TN,L-TN-00104111,1246.5753424657535
Tunis,400.0,80.0,L,Tunisie-annonce TN,2831721,5.0
Sousse,360000.0,90.0,V,Jumia TN,L-TN-00138861,4000.0
Banlieue Nord,2800.0,150.0,L,Tunisie-annonce TN,2826651,18.666666666666668
Ben arous,160000.0,110.0,V,Jumia TN,L-TN-00129769,1454.5454545454545
Banlieue Nord,1100.0,131.0,L,Tunisie-annonce TN,2829589,8.396946564885496
Ben arous,130000.0,79.0,V,Jumia TN,L-TN-00128503,1645.5696202531647
Banlieue Nord,1600.0,150.0,L,Tunisie-annonce TN,2829597,10.666666666666666
Ariana,650.0,120.0,L,Tunisie-annonce TN,2828169,5.416666666666667
Ariana,410000.0,19.0,V,Jumia TN,L-TN-00155515,21578.947368421053
Mahdia,450.0,89.0,L,Tunisie-annonce TN,2773602,5.056179775280899
Ben arous,125000.0,90.0,V,Jumia TN,L-TN-00132653,1388.888888888889
Tunis,500.0,108.0,L,Tunisie-annonce TN,2831736,4.62962962962963
Ben arous,285000.0,150.0,V,Jumia TN,L-TN-00137140,1900.0
Bizerte,200000.0,130.0,V,Jumia TN,L-TN-00083738,1538.4615384615386
Ariana,670.0,140.0,L,Tunisie-annonce TN,2830126,4.785714285714286
Sousse,450.0,120.0,L,Tunisie-annonce TN,2831735,3.75
Banlieue Nord,350.0,35.0,L,Tunisie-annonce TN,830770,10.0
Nabeul,55000.0,80.0,V,Jumia TN,L-TN-00090336,687.5
Banlieue Nord,7500.0,900.0,L,Tunisie-annonce TN,2813327,8.333333333333334
Ariana,300.0,120.0,L,Tunisie-annonce TN,2823667,2.5
Banlieue Nord,300000.0,99.0,V,Jumia TN,L-TN-00150539,3030.3030303030305
Ariana,700.0,90.0,L,Tunisie-annonce TN,2822943,7.777777777777778
Ariana,2500.0,143.0,V,Jumia TN,L-TN-00148798,17.482517482517483
Nabeul,700.0,100.0,L,Tunisie-annonce TN,2817169,7.0
Ben arous,135000.0,100.0,V,Jumia TN,L-TN-00123686,1350.0
Banlieue Nord,1200.0,140.0,L,Tunisie-annonce TN,2797637,8.571428571428571
Ariana,85000.0,100.0,V,Jumia TN,L-TN-00157982,850.0
Ariana,750.0,164.0,L,Tunisie-annonce TN,2818946,4.573170731707317
Banlieue Nord,360000.0,150.0,V,Jumia TN,L-TN-00099954,2400.0
Ariana,2500.0,400.0,L,Tunisie-annonce TN,2578496,6.25
Nabeul,185000.0,107.0,V,Jumia TN,L-TN-00145130,1728.9719626168223
Nabeul,400.0,150.0,L,Tunisie-annonce TN,2820088,2.6666666666666665
Ariana,486000.0,184.0,V,Jumia TN,L-TN-00127503,2641.304347826087
Ariana,940.0,120.0,L,Tunisie-annonce TN,2720569,7.833333333333333
Banlieue Nord,250000.0,100.0,V,Jumia TN,L-TN-00163425,2500.0
Ben arous,270000.0,400.0,V,Jumia TN,L-TN-00137163,675.0
Banlieue Nord,3200.0,330.0,L,Tunisie-annonce TN,2744892,9.696969696969697
Ariana,600000.0,310.0,V,Jumia TN,L-TN-00148800,1935.483870967742
Banlieue Nord,518000.0,174.0,V,Jumia TN,L-TN-00112924,2977.0114942528735
Nabeul,450.0,70.0,L,Tunisie-annonce TN,1096854,6.428571428571429
Banlieue Nord,780.0,120.0,L,Tunisie-annonce TN,2761827,6.5
Ariana,206000.0,118.0,V,Jumia TN,L-TN-00154536,1745.7627118644068
Ariana,250000.0,171.0,V,Jumia TN,L-TN-00157180,1461.9883040935672
Nabeul,390000.0,100.0,V,Jumia TN,L-TN-00142359,3900.0
Nabeul,1000.0,76.0,L,Tunisie-annonce TN,1160924,13.157894736842104
Bizerte,440.0,90.0,L,Tunisie-annonce TN,2819481,4.888888888888889
Banlieue Nord,495000.0,140.0,V,Jumia TN,L-TN-00128194,3535.714285714286
Nabeul,350000.0,70.0,V,Jumia TN,L-TN-00155938,5000.0
Cite el khadra,550.0,70.0,L,Tunisie-annonce TN,2808667,7.857142857142857
Banlieue Nord,2500.0,85.0,V,Jumia TN,L-TN-00146601,29.41176470588235
Sousse,250000.0,170.0,V,Jumia TN,L-TN-00145675,1470.5882352941176
Nabeul,65000.0,75.0,V,Jumia TN,L-TN-00145147,866.6666666666666
Ariana,188000.0,100.0,V,Jumia TN,L-TN-00138927,1880.0
Ariana,2500.0,210.0,L,Tunisie-annonce TN,2808582,11.904761904761905
Banlieue Nord,270000.0,100.0,V,Jumia TN,L-TN-00164294,2700.0
Banlieue Nord,3650.0,295.0,L,Tunisie-annonce TN,2788553,12.372881355932204
Sousse,200000.0,100.0,V,Jumia TN,L-TN-00130883,2000.0
Banlieue Nord,7000.0,400.0,L,Tunisie-annonce TN,2808765,17.5
Sousse,1000.0,90.0,V,Jumia TN,L-TN-00107456,11.11111111111111
Banlieue Nord,200000.0,120.0,V,Jumia TN,L-TN-00147559,1666.6666666666667
Ariana,500.0,300.0,L,Tunisie-annonce TN,2734251,1.6666666666666667
Ariana,900.0,140.0,L,Tunisie-annonce TN,2769674,6.428571428571429
Ben arous,330.0,60.0,L,Tunisie-annonce TN,2495603,5.5
Ben arous,110000.0,90.0,V,Jumia TN,L-TN-00121408,1222.2222222222222
Sousse,95000.0,54.0,V,Jumia TN,L-TN-00128932,1759.2592592592594
Tunis,4500.0,215.0,L,Tunisie-annonce TN,2819613,20.930232558139537
Banlieue Nord,1100.0,85.0,L,Tunisie-annonce TN,2495617,12.941176470588236
Nabeul,420000.0,192.0,V,Jumia TN,L-TN-00159774,2187.5
Ariana,250000.0,104.0,V,Jumia TN,L-TN-00159287,2403.846153846154
Nabeul,145000.0,70.0,V,Jumia TN,L-TN-00157812,2071.4285714285716
Banlieue Nord,2200.0,130.0,L,Tunisie-annonce TN,2727609,16.923076923076923
Ariana,660.0,60.0,L,Tunisie-annonce TN,2831750,11.0
Banlieue Nord,215000.0,105.0,V,Jumia TN,L-TN-00150643,2047.6190476190477
Sousse,100.0,120.0,L,Tunisie-annonce TN,2808223,0.8333333333333334
Banlieue Nord,662000.0,241.0,V,Jumia TN,L-TN-00161413,2746.8879668049794
